#id: 952965544
#name: H.sapiens - Lymph node (Integrated)
#score: 37.2
#coverage: 53
#description: integrated dataset: weighted average of all H.sapiens LYMPH_NODE: 37.2, Coverage: 53
#organ: LYMPH_NODE
#integrated: true
#weights: lymph_node_Wilhelm_2014_Maxquant:0.909;PXD010154_Wang_Mol_Syst_Bio_2019_human_deep_proteome_Lymph_node:0.091;
#publication_year: 2023
#filename: 9606-LYMPH_NODE-integrated.txt
#
#string_external_id	abundance
9606.ENSP00000355217	304
9606.ENSP00000364114	304
9606.ENSP00000415840	304
9606.ENSP00000381844	304
9606.ENSP00000309830	303
9606.ENSP00000480853	303
9606.ENSP00000333667	303
9606.ENSP00000282486	303
9606.ENSP00000264161	302
9606.ENSP00000320043	302
9606.ENSP00000306010	302
9606.ENSP00000338039	302
9606.ENSP00000253792	301
9606.ENSP00000291568	301
9606.ENSP00000364801	300
9606.ENSP00000315130	300
9606.ENSP00000377192	299
9606.ENSP00000352257	299
9606.ENSP00000294360	299
9606.ENSP00000365505	299
9606.ENSP00000366798	299
9606.ENSP00000295822	299
9606.ENSP00000441875	298
9606.ENSP00000296435	298
9606.ENSP00000318197	295
9606.ENSP00000303145	294
9606.ENSP00000234038	294
9606.ENSP00000431391	294
9606.ENSP00000427424	294
9606.ENSP00000246194	294
9606.ENSP00000326381	292
9606.ENSP00000357048	291
9606.ENSP00000280326	290
9606.ENSP00000480150	289
9606.ENSP00000467024	289
9606.ENSP00000356918	289
9606.ENSP00000253023	289
9606.ENSP00000399805	289
9606.ENSP00000362339	289
9606.ENSP00000306614	288
9606.ENSP00000362271	288
9606.ENSP00000312066	288
9606.ENSP00000329419	288
9606.ENSP00000001008	287
9606.ENSP00000296490	286
9606.ENSP00000286648	286
9606.ENSP00000364585	286
9606.ENSP00000420213	284
9606.ENSP00000378725	284
9606.ENSP00000318804	283
9606.ENSP00000337261	283
9606.ENSP00000398632	282
9606.ENSP00000364815	282
9606.ENSP00000380402	282
9606.ENSP00000357555	281
9606.ENSP00000365757	281
9606.ENSP00000273283	281
9606.ENSP00000262812	281
9606.ENSP00000377814	280
9606.ENSP00000349575	280
9606.ENSP00000379616	279
9606.ENSP00000226004	279
9606.ENSP00000373905	279
9606.ENSP00000464813	279
9606.ENSP00000370517	279
9606.ENSP00000269848	279
9606.ENSP00000400906	278
9606.ENSP00000325136	278
9606.ENSP00000265395	278
9606.ENSP00000265462	278
9606.ENSP00000310129	278
9606.ENSP00000254193	277
9606.ENSP00000351190	277
9606.ENSP00000324804	277
9606.ENSP00000327054	277
9606.ENSP00000265044	276
9606.ENSP00000483313	276
9606.ENSP00000222968	276
9606.ENSP00000229268	275
9606.ENSP00000357722	274
9606.ENSP00000366998	274
9606.ENSP00000378163	274
9606.ENSP00000386541	273
9606.ENSP00000271324	273
9606.ENSP00000261601	273
9606.ENSP00000269373	272
9606.ENSP00000343690	272
9606.ENSP00000370023	272
9606.ENSP00000443926	272
9606.ENSP00000205948	271
9606.ENSP00000417240	270
9606.ENSP00000261267	270
9606.ENSP00000261700	270
9606.ENSP00000295006	270
9606.ENSP00000216500	269
9606.ENSP00000259396	268
9606.ENSP00000383003	268
9606.ENSP00000268099	268
9606.ENSP00000358635	267
9606.ENSP00000376056	267
9606.ENSP00000226253	267
9606.ENSP00000305995	266
9606.ENSP00000437402	266
9606.ENSP00000229340	265
9606.ENSP00000340836	265
9606.ENSP00000317955	265
9606.ENSP00000378851	265
9606.ENSP00000479488	264
9606.ENSP00000347872	264
9606.ENSP00000357674	264
9606.ENSP00000361927	263
9606.ENSP00000408910	262
9606.ENSP00000364945	262
9606.ENSP00000315630	262
9606.ENSP00000305790	261
9606.ENSP00000275428	261
9606.ENSP00000416706	261
9606.ENSP00000225972	260
9606.ENSP00000297848	260
9606.ENSP00000248342	259
9606.ENSP00000358460	259
9606.ENSP00000285093	259
9606.ENSP00000466214	259
9606.ENSP00000176763	259
9606.ENSP00000316779	259
9606.ENSP00000338481	259
9606.ENSP00000346046	258
9606.ENSP00000386911	258
9606.ENSP00000350018	257
9606.ENSP00000341657	257
9606.ENSP00000301764	257
9606.ENSP00000366156	257
9606.ENSP00000464265	256
9606.ENSP00000296597	255
9606.ENSP00000302886	255
9606.ENSP00000353444	254
9606.ENSP00000356399	254
9606.ENSP00000246548	254
9606.ENSP00000281243	254
9606.ENSP00000279146	253
9606.ENSP00000296786	252
9606.ENSP00000478754	252
9606.ENSP00000284719	252
9606.ENSP00000362108	252
9606.ENSP00000385757	252
9606.ENSP00000262551	252
9606.ENSP00000196371	252
9606.ENSP00000484343	251
9606.ENSP00000343924	251
9606.ENSP00000303147	251
9606.ENSP00000221855	251
9606.ENSP00000414921	251
9606.ENSP00000348056	251
9606.ENSP00000426119	251
9606.ENSP00000293362	250
9606.ENSP00000342374	250
9606.ENSP00000258418	250
9606.ENSP00000362900	250
9606.ENSP00000285735	250
9606.ENSP00000347005	250
9606.ENSP00000364813	249
9606.ENSP00000442318	249
9606.ENSP00000431984	247
9606.ENSP00000368458	247
9606.ENSP00000268379	246
9606.ENSP00000368100	246
9606.ENSP00000215829	246
9606.ENSP00000261758	245
9606.ENSP00000362532	245
9606.ENSP00000320295	245
9606.ENSP00000376793	245
9606.ENSP00000227525	244
9606.ENSP00000320324	244
9606.ENSP00000465432	243
9606.ENSP00000340736	243
9606.ENSP00000416255	243
9606.ENSP00000448785	243
9606.ENSP00000225573	242
9606.ENSP00000334153	242
9606.ENSP00000252486	242
9606.ENSP00000428223	241
9606.ENSP00000328359	241
9606.ENSP00000372139	241
9606.ENSP00000429309	241
9606.ENSP00000301729	241
9606.ENSP00000228284	240
9606.ENSP00000386394	239
9606.ENSP00000438399	239
9606.ENSP00000416739	239
9606.ENSP00000364649	239
9606.ENSP00000380948	238
9606.ENSP00000478303	238
9606.ENSP00000216121	237
9606.ENSP00000237014	237
9606.ENSP00000384886	237
9606.ENSP00000216605	236
9606.ENSP00000361892	236
9606.ENSP00000312625	235
9606.ENSP00000333326	235
9606.ENSP00000289968	234
9606.ENSP00000382595	234
9606.ENSP00000263672	234
9606.ENSP00000319831	234
9606.ENSP00000220166	234
9606.ENSP00000467423	233
9606.ENSP00000482457	233
9606.ENSP00000307275	233
