#id: 3902734007
#name: H.sapiens - Whole organism (Integrated)
#score: 35.5
#coverage: 99
#description: integrated dataset: weighted average of all H.sapiens WHOLE_ORGANISM: 35.5, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Human_PeptideAtlas_2011-08_Ens62.new:0.338;9606-PA_201408:0.304;9606_GPM_201408:0.178;Human_iBAQ_Khan_2013:0.089;peptideatlaBuild_March2009.peptides.new:0.064;GPM_2012_09_Homo_sapiens_-_ensembl:0.02;HsapiensBuild242_May2010.peptides.new:0.007;
#publication_year: 2023
#filename: 9606-WHOLE_ORGANISM-integrated.txt
#
#string_external_id	abundance
9606.ENSP00000362329	301
9606.ENSP00000435096	301
9606.ENSP00000261735	301
9606.ENSP00000474135	300
9606.ENSP00000378199	300
9606.ENSP00000322439	300
9606.ENSP00000349541	298
9606.ENSP00000228318	296
9606.ENSP00000252242	296
9606.ENSP00000377833	296
9606.ENSP00000265729	293
9606.ENSP00000298556	293
9606.ENSP00000466134	292
9606.ENSP00000245932	292
9606.ENSP00000452762	291
9606.ENSP00000001008	289
9606.ENSP00000362638	287
9606.ENSP00000263168	287
9606.ENSP00000423563	286
9606.ENSP00000421592	285
9606.ENSP00000236959	283
9606.ENSP00000350052	281
9606.ENSP00000379191	281
9606.ENSP00000236147	280
9606.ENSP00000428845	280
9606.ENSP00000357705	280
9606.ENSP00000243611	278
9606.ENSP00000285735	278
9606.ENSP00000354394	276
9606.ENSP00000308430	276
9606.ENSP00000379438	275
9606.ENSP00000350708	275
9606.ENSP00000226299	275
9606.ENSP00000253792	274
9606.ENSP00000348056	274
9606.ENSP00000378786	274
9606.ENSP00000364709	273
9606.ENSP00000324804	273
9606.ENSP00000481646	272
9606.ENSP00000254108	271
9606.ENSP00000391249	271
9606.ENSP00000389631	270
9606.ENSP00000325548	269
9606.ENSP00000378163	269
9606.ENSP00000265462	269
9606.ENSP00000417240	268
9606.ENSP00000325240	267
9606.ENSP00000265029	266
9606.ENSP00000272348	265
9606.ENSP00000358045	265
9606.ENSP00000223642	265
9606.ENSP00000245206	264
9606.ENSP00000286091	264
9606.ENSP00000428223	263
9606.ENSP00000262919	263
9606.ENSP00000359910	263
9606.ENSP00000167586	261
9606.ENSP00000363988	261
9606.ENSP00000264161	261
9606.ENSP00000381992	261
9606.ENSP00000265753	260
9606.ENSP00000306003	260
9606.ENSP00000268379	259
9606.ENSP00000362308	259
9606.ENSP00000313829	258
9606.ENSP00000312999	257
9606.ENSP00000431800	256
9606.ENSP00000377681	256
9606.ENSP00000216254	255
9606.ENSP00000216218	255
9606.ENSP00000448035	254
9606.ENSP00000217971	253
9606.ENSP00000418082	252
9606.ENSP00000216714	251
9606.ENSP00000362010	251
9606.ENSP00000300055	251
9606.ENSP00000355518	250
9606.ENSP00000216802	250
9606.ENSP00000246069	249
9606.ENSP00000231751	248
9606.ENSP00000356395	248
9606.ENSP00000216330	248
9606.ENSP00000319281	245
9606.ENSP00000377192	245
9606.ENSP00000265838	245
9606.ENSP00000370517	244
9606.ENSP00000357535	244
9606.ENSP00000203407	244
9606.ENSP00000301653	244
9606.ENSP00000405965	243
9606.ENSP00000433999	243
9606.ENSP00000384136	243
9606.ENSP00000266542	242
9606.ENSP00000365402	242
9606.ENSP00000356382	242
9606.ENSP00000341625	241
9606.ENSP00000356354	240
9606.ENSP00000225792	240
9606.ENSP00000225174	239
9606.ENSP00000369915	238
9606.ENSP00000390265	238
9606.ENSP00000359871	237
9606.ENSP00000338703	237
9606.ENSP00000318297	237
9606.ENSP00000385269	236
9606.ENSP00000052754	235
9606.ENSP00000346762	235
9606.ENSP00000340989	234
9606.ENSP00000478061	234
9606.ENSP00000221418	234
9606.ENSP00000394863	234
9606.ENSP00000431984	233
9606.ENSP00000215375	233
9606.ENSP00000305260	233
9606.ENSP00000355011	232
9606.ENSP00000379157	232
9606.ENSP00000305731	232
9606.ENSP00000362463	231
9606.ENSP00000255030	231
9606.ENSP00000323856	231
9606.ENSP00000319664	230
9606.ENSP00000440005	230
9606.ENSP00000305230	230
9606.ENSP00000181383	230
9606.ENSP00000252252	230
9606.ENSP00000256383	229
9606.ENSP00000281456	228
9606.ENSP00000378563	228
9606.ENSP00000221957	227
9606.ENSP00000364721	227
9606.ENSP00000479153	227
9606.ENSP00000261890	227
9606.ENSP00000264381	226
9606.ENSP00000358635	226
9606.ENSP00000370125	225
9606.ENSP00000241052	224
9606.ENSP00000333547	224
9606.ENSP00000306362	224
9606.ENSP00000304592	224
9606.ENSP00000389649	223
9606.ENSP00000368646	223
9606.ENSP00000009530	223
9606.ENSP00000365131	222
9606.ENSP00000360281	222
9606.ENSP00000220764	222
9606.ENSP00000284719	222
9606.ENSP00000381386	222
9606.ENSP00000296255	221
9606.ENSP00000307863	221
9606.ENSP00000382840	221
9606.ENSP00000369586	220
9606.ENSP00000285930	220
9606.ENSP00000335304	219
9606.ENSP00000264993	219
9606.ENSP00000451080	218
9606.ENSP00000361927	218
9606.ENSP00000356520	218
9606.ENSP00000370074	217
9606.ENSP00000370808	217
9606.ENSP00000263097	216
9606.ENSP00000362339	216
9606.ENSP00000394071	216
9606.ENSP00000222005	216
9606.ENSP00000290349	215
9606.ENSP00000236671	215
9606.ENSP00000417653	214
9606.ENSP00000295550	214
9606.ENSP00000404833	213
9606.ENSP00000450385	213
9606.ENSP00000256682	213
9606.ENSP00000308452	213
9606.ENSP00000358417	212
9606.ENSP00000218099	212
9606.ENSP00000356110	211
9606.ENSP00000216605	211
9606.ENSP00000383382	211
9606.ENSP00000246194	210
9606.ENSP00000356632	210
9606.ENSP00000340329	210
9606.ENSP00000474412	209
9606.ENSP00000329243	209
9606.ENSP00000285093	209
9606.ENSP00000473172	208
9606.ENSP00000399168	208
9606.ENSP00000262776	208
9606.ENSP00000397798	207
9606.ENSP00000361824	207
9606.ENSP00000483688	206
9606.ENSP00000354947	206
9606.ENSP00000362576	205
9606.ENSP00000321584	205
9606.ENSP00000293362	205
9606.ENSP00000221801	205
9606.ENSP00000302961	204
9606.ENSP00000295822	204
9606.ENSP00000222553	204
9606.ENSP00000320176	204
9606.ENSP00000313603	204
9606.ENSP00000359645	203
9606.ENSP00000231061	202
9606.ENSP00000434359	202
9606.ENSP00000260665	202
9606.ENSP00000379838	202
9606.ENSP00000255120	201
9606.ENSP00000369317	201
9606.ENSP00000362592	200
9606.ENSP00000377470	200
9606.ENSP00000481029	200
9606.ENSP00000359804	200
9606.ENSP00000376475	200
9606.ENSP00000338345	200
9606.ENSP00000367615	199
9606.ENSP00000382004	199
9606.ENSP00000377710	199
9606.ENSP00000362108	198
9606.ENSP00000349259	198
9606.ENSP00000293288	198
9606.ENSP00000381216	198
9606.ENSP00000317780	198
9606.ENSP00000346173	198
9606.ENSP00000383949	198
9606.ENSP00000355657	196
9606.ENSP00000416255	196
9606.ENSP00000410339	196
9606.ENSP00000419628	196
9606.ENSP00000303145	196
9606.ENSP00000345656	196
9606.ENSP00000356015	196
9606.ENSP00000371194	196
9606.ENSP00000406773	195
9606.ENSP00000348163	195
9606.ENSP00000265866	195
9606.ENSP00000305995	195
9606.ENSP00000277865	195
9606.ENSP00000326381	194
9606.ENSP00000363745	194
9606.ENSP00000365950	194
9606.ENSP00000313007	194
9606.ENSP00000438689	192
9606.ENSP00000359393	192
9606.ENSP00000237530	192
9606.ENSP00000227524	191
9606.ENSP00000348461	191
9606.ENSP00000332449	191
9606.ENSP00000249071	191
9606.ENSP00000309539	191
9606.ENSP00000472998	191
9606.ENSP00000483254	190
9606.ENSP00000402103	190
9606.ENSP00000420939	190
9606.ENSP00000219169	190
9606.ENSP00000381601	189
9606.ENSP00000252250	189
9606.ENSP00000306010	188
9606.ENSP00000233242	188
9606.ENSP00000392330	188
9606.ENSP00000378394	187
9606.ENSP00000274764	187
9606.ENSP00000252603	187
9606.ENSP00000243563	187
9606.ENSP00000313432	186
9606.ENSP00000363500	186
9606.ENSP00000339191	186
9606.ENSP00000363574	186
9606.ENSP00000387262	186
9606.ENSP00000349078	186
9606.ENSP00000449089	186
9606.ENSP00000365042	185
9606.ENSP00000231487	185
9606.ENSP00000354458	185
9606.ENSP00000366525	185
9606.ENSP00000307241	184
9606.ENSP00000217121	184
9606.ENSP00000421801	184
9606.ENSP00000380414	183
9606.ENSP00000316042	182
9606.ENSP00000372136	181
9606.ENSP00000372139	181
9606.ENSP00000328359	180
9606.ENSP00000358140	180
9606.ENSP00000367992	180
9606.ENSP00000314151	179
9606.ENSP00000317257	179
9606.ENSP00000309565	179
9606.ENSP00000302400	179
9606.ENSP00000300935	179
9606.ENSP00000438248	179
9606.ENSP00000224073	179
9606.ENSP00000378769	179
9606.ENSP00000452909	179
9606.ENSP00000356864	179
9606.ENSP00000263354	178
9606.ENSP00000420213	178
9606.ENSP00000266732	178
9606.ENSP00000326031	178
9606.ENSP00000303942	177
9606.ENSP00000327336	177
9606.ENSP00000310572	177
